T,800 ℃,800 ℃,800 ℃,950 ℃,950 ℃,950 ℃
δ,0.25-0.375,0.3125-0.4375,0.375-0.5,0.25-0.375,0.3125-0.4375,0.375-0.5
Ba0.375La0.625Cu0.5Ni0.125Ti0.375,2.04628,2.05941,2.07254,1.91324,1.91506,1.91689
Ba0.375La0.625Fe0.125Cu0.5Ti0.375,2.09532,2.14635,2.19737,1.97012,2.004,2.03788
Ba0.375La0.625Fe0.125Mg0.5Ti0.375,2.37694,2.5525,2.72806,2.24849,2.4123,2.57612
Ba0.375La0.625Fe0.25Cu0.375Ti0.375,1.97977,2.21803,2.4563,1.85388,2.07905,2.30422
Ba0.375Sm0.625Co0.125Mg0.5Ti0.375,2.20817,2.42045,2.63274,2.07106,2.27313,2.47519
Ba0.375Sm0.625Co0.25Mg0.375Ti0.375,2.21376,2.41903,2.62431,2.0761,2.27119,2.46628
Ba0.375Sm0.625Cu0.125Mg0.5Ti0.375,2.20817,2.42045,2.63274,2.07106,2.27313,2.47519
Ba0.375Sm0.625Cu0.25Mg0.375Ti0.375,2.18399,2.38987,2.59575,2.04575,2.24127,2.43679
Ba0.375Sm0.625Mg0.375Ni0.25Ti0.375,2.21376,2.41903,2.62431,2.0761,2.27119,2.46628
Ba0.375Sm0.625Mg0.5Ni0.125Ti0.375,2.20817,2.42045,2.63274,2.07106,2.27313,2.47519
Ba0.375Sm0.625Mn0.125Mg0.5Ti0.375,2.23688,2.42128,2.60568,2.09967,2.27371,2.44775
Ba0.375Sm0.625Mn0.25Mg0.375Ti0.375,2.23302,2.41075,2.58847,2.09532,2.26285,2.43038
Ba0.375Y0.125Sm0.5Mg0.625Ti0.375,2.00648,2.24247,2.47846,1.87154,2.0992,2.32686
Ba0.375Y0.125Sm0.5Ni0.625Ti0.375,2.18936,2.44681,2.70426,2.04992,2.29682,2.54372
Ba0.375Y0.25Sm0.375Co0.625Ti0.375,2.27555,2.36266,2.44978,2.14018,2.21468,2.28919
Ba0.375Y0.25Sm0.375Mg0.625Ti0.375,2.00882,2.16612,2.32342,1.87414,2.02036,2.16659
Ba0.375Y0.25Sm0.375Mn0.625Ti0.375,2.22249,2.36496,2.50743,2.08331,2.21594,2.34857
Ba0.375Y0.25Sm0.375Ni0.625Ti0.375,2.08517,2.22224,2.35932,1.94586,2.07259,2.19932
Ba0.375Y0.375Sm0.25Co0.625Ti0.375,2.15472,2.44545,2.73618,2.02631,2.29883,2.57136
Ba0.375Y0.375Sm0.25Mg0.625Ti0.375,2.00079,2.25945,2.51811,1.87396,2.11575,2.35753
Ba0.375Y0.5Sm0.125Mg0.625Ti0.375,2.03707,2.26404,2.49102,1.90611,2.11874,2.33137
Ba0.375Y0.625Co0.125Mg0.5Ti0.375,2.10191,2.37771,2.6535,1.97388,2.23341,2.49294
Ba0.375Y0.625Cu0.125Mg0.5Ti0.375,2.10191,2.37771,2.6535,1.97388,2.23341,2.49294
Ba0.375Y0.625Fe0.125Mg0.5Ti0.375,2.14287,2.39518,2.64749,2.01701,2.25327,2.48952
Ba0.375Y0.625Mg0.5Ni0.125Ti0.375,2.10191,2.37771,2.6535,1.97388,2.23341,2.49294
Ba0.375Y0.625Mn0.125Mg0.5Ti0.375,2.10191,2.37771,2.6535,1.97388,2.23341,2.49294
Ba0.5Ca0.125K0.375Fe0.125.875,2.34527,2.34502,2.34478,2.20591,2.20056,2.19916
Ba0.5Ca0.125La0.375Fe0.5Ti0.5,2.23665,2.47829,2.71992,2.09024,2.32927,2.5683
Ba0.5Ca0.125La0.375Mg0.625Ti0.375,2.1738,2.4029,2.63201,2.04617,2.26214,2.47811
Ba0.5Ca0.125La0.375Ni0.625Ti0.375,2.20247,2.45345,2.70444,2.074,2.31023,2.54647
Ba0.5Ca0.125Sm0.375Co0.625Ti0.375,2.14577,2.26809,2.39042,2.00829,2.12137,2.23445
Ba0.5Ca0.125Sm0.375Mn0.625Ti0.375,2.1229,2.27755,2.4322,1.98236,2.13014,2.27792
Ba0.5Ca0.125Y0.375Co0.625Ti0.375,2.06255,2.39152,2.72049,1.93238,2.24486,2.55734
Ba0.5Ca0.125Y0.375Ni0.625Ti0.375,2.00148,2.36754,2.73361,1.87002,2.21997,2.56991
Ba0.5Ca0.25La0.25Co0.625Ti0.375,2.11994,2.32383,2.52773,1.99916,2.18255,2.36594
Ba0.5Ca0.25La0.25Mg0.625Ti0.375,2.11994,2.32383,2.52773,1.99916,2.18255,2.36594
Ba0.5Ca0.25La0.25Mn0.625Ti0.375,2.12366,2.33088,2.53811,2.00262,2.18939,2.37617
Ba0.5Ca0.25La0.25Ni0.625Ti0.375,2.11021,2.32488,2.53954,1.98959,2.18353,2.37747
Ba0.5Ca0.375K0.125Co0.5Ti0.5,1.9918,2.29604,2.60028,1.84674,2.14967,2.45286
Ba0.5Ca0.375K0.125Cu0.5Ti0.5,1.9918,2.29604,2.60028,1.84674,2.14967,2.45286
Ba0.5Ca0.375K0.125Mg0.5Ti0.5,1.9918,2.29604,2.60028,1.84674,2.14967,2.45286
Ba0.5Ca0.375K0.125Mn0.5Ti0.5,1.9918,2.29604,2.60028,1.84674,2.14967,2.45286
Ba0.5Ca0.375K0.125Ni0.5Ti0.5,1.9918,2.29604,2.60028,1.84674,2.14967,2.45286
Ba0.5Ca0.375La0.125Co0.5Ti0.5,2.47721,2.59833,2.71946,2.3326,2.45247,2.57234
Ba0.5Ca0.375La0.125Cu0.5Ti0.5,2.47721,2.59833,2.71946,2.3326,2.45247,2.57234
Ba0.5Ca0.375La0.125Mg0.5Ti0.5,2.47721,2.59833,2.71946,2.3326,2.45247,2.57234
Ba0.5Ca0.375La0.125Mn0.5Ti0.5,2.47721,2.59833,2.71946,2.3326,2.45247,2.57234
Ba0.5Ca0.375La0.125Ni0.5Ti0.5,2.47721,2.59833,2.71946,2.3326,2.45247,2.57234
Ba0.5Ca0.375Y0.125Co0.5Ti0.5,2.47396,2.57664,2.67933,2.32718,2.42961,2.53204
Ba0.5Ca0.375Y0.125Cu0.5Ti0.5,2.47396,2.57664,2.67933,2.32718,2.42961,2.53204
Ba0.5Ca0.375Y0.125Mg0.5Ti0.5,2.47396,2.57664,2.67933,2.32718,2.42961,2.53204
Ba0.5Ca0.375Y0.125Mn0.5Ti0.5,2.47396,2.57664,2.67933,2.32718,2.42961,2.53204
Ba0.5Ca0.375Y0.125Ni0.5Ti0.5,2.47396,2.57664,2.67933,2.32718,2.42961,2.53204
Ba0.5Ca0.5Co0.125Cu0.375Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Co0.125Mg0.375Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Co0.125Mn0.375Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Co0.125Ni0.375Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Co0.25Cu0.25Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Co0.25Mg0.25Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Co0.25Mn0.25Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Co0.25Ni0.25Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Co0.375Cu0.125Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Co0.375Mg0.125Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Co0.375Mn0.125Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Co0.375Ni0.125Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Cu0.125Mg0.375Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Cu0.125Mn0.375Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Cu0.125Ni0.375Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Cu0.25Mg0.25Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Cu0.25Mn0.25Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Cu0.25Ni0.25Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Cu0.375Mg0.125Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Cu0.375Mn0.125Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Cu0.375Ni0.125Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Fe0.125Co0.375Ti0.5,2.45237,2.5222,2.59203,2.3076,2.37915,2.4507
Ba0.5Ca0.5Fe0.125Cu0.375Ti0.5,2.45237,2.5222,2.59203,2.3076,2.37915,2.4507
Ba0.5Ca0.5Fe0.125Mg0.375Ti0.5,2.45237,2.5222,2.59203,2.3076,2.37915,2.4507
Ba0.5Ca0.5Fe0.125Mn0.375Ti0.5,2.45237,2.5222,2.59203,2.3076,2.37915,2.4507
Ba0.5Ca0.5Fe0.125Ni0.375Ti0.5,2.45237,2.5222,2.59203,2.3076,2.37915,2.4507
Ba0.5Ca0.5Mg0.125Ni0.375Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Mg0.25Ni0.25Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Mg0.375Ni0.125Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Mn0.125Mg0.375Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Mn0.125Ni0.375Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Mn0.25Mg0.25Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Mn0.25Ni0.25Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Mn0.375Mg0.125Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5Ca0.5Mn0.375Ni0.125Ti0.5,2.43909,2.5678,2.69651,2.29334,2.42187,2.5504
Ba0.5K0.125Sm0.375Co0.5Ti0.5,2.18063,2.42646,2.67229,2.0429,2.28263,2.52261
Ba0.5K0.125Sm0.375Cu0.5Ti0.5,2.18063,2.42646,2.67229,2.0429,2.28263,2.52261
Ba0.5K0.125Sm0.375Mg0.5Ti0.5,2.18063,2.42646,2.67229,2.0429,2.28263,2.52261
Ba0.5K0.125Sm0.375Mn0.5Ti0.5,2.18063,2.42646,2.67229,2.0429,2.28263,2.52261
Ba0.5K0.125Sm0.375Ni0.5Ti0.5,2.18063,2.42646,2.67229,2.0429,2.28263,2.52261
Ba0.5K0.375Sm0.125Fe0.125.875,2.34527,2.34502,2.34478,2.20591,2.20056,2.19916
Ba0.5K0.375Y0.125Fe0.125.875,2.35574,2.3612,2.36665,2.21614,2.21661,2.22094
Ba0.5La0.125K0.375Fe0.125.875,2.34527,2.34502,2.34478,2.20591,2.20056,2.19916
Ba0.5La0.125Sm0.375Co0.625Ti0.375,2.264,2.29989,2.33578,2.12751,2.15306,2.17862
Ba0.5La0.125Sm0.375Mg0.625Ti0.375,2.00817,2.11362,2.21908,1.87231,1.969,2.06569
Ba0.5La0.125Sm0.375Mn0.625Ti0.375,2.24114,2.30935,2.37756,2.10157,2.16183,2.22209
Ba0.5La0.125Sm0.375Ni0.625Ti0.375,2.0694,2.17131,2.27323,1.93042,2.02354,2.11666
Ba0.5La0.125Y0.375Co0.625Ti0.375,2.12527,2.41368,2.70208,1.996,2.26721,2.53841
Ba0.5La0.125Y0.375Mg0.625Ti0.375,1.97134,2.22768,2.48402,1.84366,2.08412,2.32459
Ba0.5La0.125Y0.375Ni0.625Ti0.375,2.0642,2.3897,2.7152,1.93364,2.24231,2.55098
Ba0.5La0.25Sm0.25Co0.625Ti0.375,2.21735,2.37568,2.53402,2.09351,2.23404,2.37457
Ba0.5La0.25Sm0.25Mg0.625Ti0.375,2.21735,2.37568,2.53402,2.09351,2.23404,2.37457
Ba0.5La0.25Sm0.25Mn0.625Ti0.375,2.22107,2.38274,2.5444,2.09696,2.24088,2.3848
Ba0.5La0.25Sm0.25Ni0.625Ti0.375,2.20762,2.37673,2.54584,2.08394,2.23502,2.3861
Ba0.5La0.25Y0.25Co0.625Ti0.375,2.18449,2.3633,2.54212,2.06403,2.22155,2.37907
Ba0.5La0.25Y0.25Mg0.625Ti0.375,2.1736,2.35303,2.53246,2.05318,2.21129,2.3694
Ba0.5La0.25Y0.25Mn0.625Ti0.375,2.16609,2.37013,2.57416,2.04524,2.22818,2.41112
Ba0.5La0.25Y0.25Ni0.625Ti0.375,2.18706,2.35944,2.53182,2.06592,2.21726,2.3686
Ba0.5La0.375K0.125Co0.625Ti0.375,2.05451,2.35885,2.6632,1.91842,2.21228,2.50631
Ba0.5La0.375K0.125Mn0.625Ti0.375,2.07091,2.39238,2.71386,1.93455,2.24624,2.5581
Ba0.5La0.375Sm0.125Fe0.5Ti0.5,2.3894,2.52939,2.66937,2.24408,2.37999,2.51589
Ba0.5La0.375Sm0.125Mg0.625Ti0.375,2.23373,2.42315,2.61256,2.10631,2.28245,2.4586
Ba0.5La0.375Sm0.125Ni0.625Ti0.375,2.26241,2.4737,2.68499,2.13415,2.33055,2.52696
Ba0.5La0.375Y0.125Fe0.5Ti0.5,2.36118,2.523,2.68483,2.21727,2.37424,2.5312
Ba0.5La0.375Y0.125Mg0.625Ti0.375,2.23373,2.42315,2.61256,2.10631,2.28245,2.4586
Ba0.5La0.375Y0.125Ni0.625Ti0.375,2.26241,2.4737,2.68499,2.13415,2.33055,2.52696
Ba0.5La0.5Co0.375Cu0.25Ti0.375,2.46808,2.5869,2.70573,2.33953,2.44137,2.54321
Ba0.5La0.5Co0.375Mg0.25Ti0.375,2.51047,2.62332,2.73616,2.38138,2.47772,2.57405
Ba0.5La0.5Co0.375Mn0.25Ti0.375,2.49526,2.6132,2.73113,2.36552,2.46725,2.56898
Ba0.5La0.5Co0.375Ni0.25Ti0.375,2.51623,2.61093,2.70562,2.38768,2.46541,2.54314
Ba0.5La0.5Co0.5Cu0.125Ti0.375,2.46572,2.55273,2.63975,2.33355,2.40477,2.47599
Ba0.5La0.5Co0.5Mg0.125Ti0.375,2.46572,2.55273,2.63975,2.33355,2.40477,2.47599
Ba0.5La0.5Co0.5Mn0.125Ti0.375,2.46572,2.55273,2.63975,2.33355,2.40477,2.47599
Ba0.5La0.5Co0.5Ni0.125Ti0.375,2.46572,2.55273,2.63975,2.33355,2.40477,2.47599
Ba0.5La0.5Cu0.125Mg0.5Ti0.375,2.40117,2.5675,2.73383,2.26857,2.42323,2.57789
Ba0.5La0.5Fe0.125Co0.5Ti0.375,2.46741,2.53897,2.61053,2.34078,2.39484,2.44891
Ba0.5La0.5Fe0.125Mg0.5Ti0.375,2.39282,2.53863,2.68444,2.25923,2.39481,2.5304
Ba0.5La0.5Fe0.125Mn0.5Ti0.375,2.59803,2.66783,2.73763,2.46562,2.52421,2.5828
Ba0.5La0.5Fe0.125Ni0.5Ti0.375,2.31026,2.50898,2.70771,2.1769,2.36506,2.55322
Ba0.5La0.5Fe0.5Co0.125Ti0.375,1.98055,2.32693,2.67331,1.84762,2.18213,2.51664
Ba0.5La0.5Fe0.5Cu0.125Ti0.375,1.99044,2.31322,2.636,1.85992,2.16949,2.47906
Ba0.5La0.5Fe0.5Mg0.125Ti0.375,1.98055,2.32693,2.67331,1.84762,2.18213,2.51664
Ba0.5La0.5Fe0.5Ni0.125Ti0.375,1.99096,2.31886,2.64676,1.85746,2.17368,2.4899
Ba0.5Sm0.5Co0.125Mg0.5Ti0.375,2.12951,2.35392,2.57834,1.99134,2.20768,2.42401
Ba0.5Sm0.5Co0.25Mg0.375Ti0.375,2.1351,2.3525,2.56991,1.99638,2.20574,2.41509
Ba0.5Sm0.5Cu0.125Mg0.5Ti0.375,2.12951,2.35392,2.57834,1.99134,2.20768,2.42401
Ba0.5Sm0.5Cu0.25Mg0.375Ti0.375,2.08798,2.31774,2.54751,1.9487,2.16995,2.39119
Ba0.5Sm0.5Cu0.25Ni0.375Ti0.375,2.23667,2.47671,2.71675,2.09605,2.32658,2.5571
Ba0.5Sm0.5Fe0.125Mg0.5Ti0.375,2.1648,2.397,2.6292,2.03017,2.2549,2.47963
Ba0.5Sm0.5Fe0.125Ni0.5Ti0.375,2.28965,2.50852,2.72739,2.15289,2.36316,2.57344
Ba0.5Sm0.5Mg0.375Ni0.25Ti0.375,2.1351,2.3525,2.56991,1.99638,2.20574,2.41509
Ba0.5Sm0.5Mg0.5Ni0.125Ti0.375,2.12951,2.35392,2.57834,1.99134,2.20768,2.42401
Ba0.5Sm0.5Mn0.125Mg0.5Ti0.375,2.15822,2.35475,2.55128,2.01995,2.20826,2.39656
Ba0.5Sm0.5Mn0.125Ni0.5Ti0.375,2.30523,2.51079,2.71635,2.16584,2.36223,2.55862
Ba0.5Sm0.5Mn0.25Mg0.375Ti0.375,2.17741,2.35959,2.54177,2.03833,2.21223,2.38613
Ba0.5Sm0.5Mn0.25Ni0.375Ti0.375,2.30402,2.49913,2.69424,2.16347,2.34986,2.53625
Ba0.5Y0.125Sm0.375Co0.625Ti0.375,2.23653,2.29762,2.35872,2.09829,2.14971,2.20113
Ba0.5Y0.125Sm0.375Mg0.625Ti0.375,1.9807,2.11136,2.24202,1.84309,1.96564,2.0882
Ba0.5Y0.125Sm0.375Mn0.625Ti0.375,2.21366,2.30708,2.4005,2.07235,2.15848,2.24461
Ba0.5Y0.125Sm0.375Ni0.625Ti0.375,2.04193,2.16904,2.29616,1.9012,2.02019,2.13918
Ba0.5Y0.375Sm0.125Co0.625Ti0.375,2.12249,2.41176,2.70104,1.99253,2.26518,2.53783
Ba0.5Y0.375Sm0.125Mg0.625Ti0.375,1.96856,2.22577,2.48298,1.84018,2.08209,2.32401
Ba0.5Y0.375Sm0.125Ni0.625Ti0.375,2.06141,2.38779,2.71416,1.93016,2.24028,2.5504
Ba0.5Y0.5Co0.125Mg0.5Ti0.375,2.07791,2.26449,2.45107,1.94521,2.11885,2.29248
Ba0.5Y0.5Co0.25Mg0.375Ti0.375,2.12145,2.39277,2.66409,1.98908,2.24524,2.5014
Ba0.5Y0.5Co0.375Mg0.25Ti0.375,2.15794,2.44648,2.73502,2.02502,2.29911,2.57319
Ba0.5Y0.5Cu0.125Mg0.5Ti0.375,2.07791,2.26449,2.45107,1.94521,2.11885,2.29248
Ba0.5Y0.5Cu0.25Mg0.375Ti0.375,2.05479,2.31745,2.5801,1.92315,2.17027,2.4174
Ba0.5Y0.5Fe0.125Mg0.5Ti0.375,2.10698,2.26311,2.41923,1.97608,2.11993,2.26379
Ba0.5Y0.5Mg0.25Ni0.375Ti0.375,2.11554,2.42693,2.73833,1.98155,2.27876,2.57597
Ba0.5Y0.5Mg0.375Ni0.25Ti0.375,2.11202,2.35671,2.60141,1.98041,2.20934,2.43828
Ba0.5Y0.5Mg0.5Ni0.125Ti0.375,2.07791,2.26449,2.45107,1.94521,2.11885,2.29248
Ba0.5Y0.5Mn0.125Mg0.5Ti0.375,2.07791,2.26449,2.45107,1.94521,2.11885,2.29248
Ba0.5Y0.5Mn0.25Mg0.375Ti0.375,2.10814,2.37129,2.63444,1.97471,2.22405,2.4734
Ba0.625Ca0.125La0.25Co0.625Ti0.375,2.21167,2.32217,2.43267,2.08942,2.17948,2.26953
Ba0.625Ca0.125La0.25Mg0.625Ti0.375,2.21167,2.32217,2.43267,2.08942,2.17948,2.26953
Ba0.625Ca0.125La0.25Mn0.625Ti0.375,2.21539,2.32922,2.44305,2.09288,2.18632,2.27977
Ba0.625Ca0.125La0.25Ni0.625Ti0.375,2.20194,2.32321,2.44448,2.07985,2.18046,2.28106
Ba0.625Ca0.25K0.125Co0.5Ti0.5,2.19662,2.33996,2.4833,2.05613,2.19557,2.33524
Ba0.625Ca0.25K0.125Cu0.5Ti0.5,2.19662,2.33996,2.4833,2.05613,2.19557,2.33524
Ba0.625Ca0.25K0.125Mg0.5Ti0.5,2.19662,2.33996,2.4833,2.05613,2.19557,2.33524
Ba0.625Ca0.25K0.125Mn0.5Ti0.5,2.19662,2.33996,2.4833,2.05613,2.19557,2.33524
Ba0.625Ca0.25K0.125Ni0.5Ti0.5,2.19662,2.33996,2.4833,2.05613,2.19557,2.33524
Ba0.625Ca0.25La0.125Co0.5Ti0.5,2.68883,2.62928,2.56973,2.54699,2.4838,2.42061
Ba0.625Ca0.25La0.125Co0.625Ti0.375,2.01716,2.09202,2.16687,1.89664,1.94905,2.00145
Ba0.625Ca0.25La0.125Cu0.5Ti0.5,2.68883,2.62928,2.56973,2.54699,2.4838,2.42061
Ba0.625Ca0.25La0.125Mg0.5Ti0.5,2.68883,2.62928,2.56973,2.54699,2.4838,2.42061
Ba0.625Ca0.25La0.125Mg0.625Ti0.375,2.01716,2.09202,2.16687,1.89664,1.94905,2.00145
Ba0.625Ca0.25La0.125Mn0.5Ti0.5,2.68883,2.62928,2.56973,2.54699,2.4838,2.42061
Ba0.625Ca0.25La0.125Mn0.625Ti0.375,2.02088,2.09907,2.17726,1.9001,1.95589,2.01168
Ba0.625Ca0.25La0.125Ni0.5Ti0.5,2.68883,2.62928,2.56973,2.54699,2.4838,2.42061
Ba0.625Ca0.25La0.125Ni0.625Ti0.375,2.00743,2.09306,2.17869,1.88707,1.95003,2.01298
Ba0.625Ca0.25Y0.125Co0.5Ti0.5,2.68854,2.60696,2.52537,2.54496,2.46048,2.37601
Ba0.625Ca0.25Y0.125Cu0.5Ti0.5,2.68854,2.60696,2.52537,2.54496,2.46048,2.37601
Ba0.625Ca0.25Y0.125Mg0.5Ti0.5,2.68854,2.60696,2.52537,2.54496,2.46048,2.37601
Ba0.625Ca0.25Y0.125Mn0.5Ti0.5,2.68854,2.60696,2.52537,2.54496,2.46048,2.37601
Ba0.625Ca0.25Y0.125Ni0.5Ti0.5,2.68854,2.60696,2.52537,2.54496,2.46048,2.37601
Ba0.625Ca0.375Co0.125Cu0.375Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Co0.125Mg0.375Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Co0.125Mn0.375Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Co0.125Ni0.375Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Co0.25Cu0.25Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Co0.25Mg0.25Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Co0.25Mn0.25Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Co0.25Ni0.25Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Co0.375Cu0.125Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Co0.375Mg0.125Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Co0.375Mn0.125Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Co0.375Ni0.125Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Cu0.125Mg0.375Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Cu0.125Mn0.375Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Cu0.125Ni0.375Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Cu0.25Mg0.25Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Cu0.25Mn0.25Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Cu0.25Ni0.25Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Cu0.375Mg0.125Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Cu0.375Mn0.125Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Cu0.375Ni0.125Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Fe0.125Co0.375Ti0.5,2.62671,2.48848,2.35025,2.4838,2.34574,2.20769
Ba0.625Ca0.375Fe0.125Cu0.375Ti0.5,2.62671,2.48848,2.35025,2.4838,2.34574,2.20769
Ba0.625Ca0.375Fe0.125Mg0.375Ti0.5,2.62671,2.48848,2.35025,2.4838,2.34574,2.20769
Ba0.625Ca0.375Fe0.125Mn0.375Ti0.5,2.62671,2.48848,2.35025,2.4838,2.34574,2.20769
Ba0.625Ca0.375Fe0.125Ni0.375Ti0.5,2.62671,2.48848,2.35025,2.4838,2.34574,2.20769
Ba0.625Ca0.375Fe0.25Co0.25Ti0.5,2.51793,2.53185,2.54577,2.36927,2.39164,2.41401
Ba0.625Ca0.375Fe0.25Cu0.25Ti0.5,2.51793,2.53185,2.54577,2.36927,2.39164,2.41401
Ba0.625Ca0.375Fe0.25Mg0.25Ti0.5,2.51793,2.53185,2.54577,2.36927,2.39164,2.41401
Ba0.625Ca0.375Fe0.25Mn0.25Ti0.5,2.51793,2.53185,2.54577,2.36927,2.39164,2.41401
Ba0.625Ca0.375Fe0.25Ni0.25Ti0.5,2.51793,2.53185,2.54577,2.36927,2.39164,2.41401
Ba0.625Ca0.375Mg0.125Ni0.375Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Mg0.25Ni0.25Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Mg0.375Ni0.125Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Mn0.125Mg0.375Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Mn0.125Ni0.375Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Mn0.25Mg0.25Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Mn0.25Ni0.25Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Mn0.375Mg0.125Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625Ca0.375Mn0.375Ni0.125Ti0.5,2.58327,2.54083,2.49839,2.43901,2.3949,2.35078
Ba0.625K0.125Sm0.25Co0.5Ti0.5,2.29846,2.40341,2.50836,2.1617,2.26002,2.3586
Ba0.625K0.125Sm0.25Cu0.5Ti0.5,2.29846,2.40341,2.50836,2.1617,2.26002,2.3586
Ba0.625K0.125Sm0.25Mg0.5Ti0.5,2.29846,2.40341,2.50836,2.1617,2.26002,2.3586
